"","id","session","note.quality","food.present","no.intx.yes.no","tbl.lion.hyena.sessions.notes","session.error.notes","hy.id","time","order","behavior","target","distance","leader","food","tbl.lion.hyena.individual.behaviors.notes","clan","location","lion.date","start","stop","lion.yr","n.per.sessn","sex","status","mom","dad","number.littermates","litrank","dengrad.date","dengrad.event.status","dengrad.event.data","disappear.date","disappear.event.status","disappear.event.data","dob.date","dob.event.status","dob.event.data","wean.date","wean.event.status","wean.event.data","rank.clan","rank","stan.rank","age.mon.lion","age.cat.lion","diagnosis","dart.date","age.mon.dart","age.cat.dart","hum.dist","diagnosis.time","toxo.status"
"566",8594,"t70179",2,TRUE,FALSE,"carcass: adult wildebeest. two mobbing events! 6+ hyenas are bloody. hyenas never had possession of the kill and the subadult male lion never left the kill. hyenas find scraps left behind after lion carries carcass away.",NA,"mrph",07:16:00,1,"app","lion",1,FALSE,NA,NA,"talek","k",2010-06-18,"07:08:00","08:00:00",2010,7,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,167.7,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"567",8595,"t70179",2,TRUE,FALSE,"carcass: adult wildebeest. two mobbing events! 6+ hyenas are bloody. hyenas never had possession of the kill and the subadult male lion never left the kill. hyenas find scraps left behind after lion carries carcass away.",NA,"foz",07:16:00,2,"app","lion",1,FALSE,NA,"first seen flw mrph, then app lion","talek","k",2010-06-18,"07:08:00","08:00:00",2010,5,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,150.1,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"568",2498,"t70184",3,TRUE,FALSE,"carcass: leftover adult wildebeest carcass (from session 70179).",NA,"mrph",08:38:00,1,"fd",NA,100,FALSE,"scrap","scan","talek","k",2010-06-18,"08:38:00","08:52:00",2010,1,"f","r","bsh",NA,"1","1",1996-12-24,NA,NA,2011-04-11,"dead","lions",1996-06-25,NA,"talek",1997-06-01,NA,NA,"talek",1,1,167.7,"adult","positive",1997-06-07,11.4,"cub","low_tk","after","1"
"569",2501,"t70184",3,TRUE,FALSE,"carcass: leftover adult wildebeest carcass (from session 70179).",NA,"foz",08:38:00,1,"scan",NA,100,FALSE,NA,"scan","talek","k",2010-06-18,"08:38:00","08:52:00",2010,1,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,150.1,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"570",5649,"t71681",2,TRUE,FALSE,"incomplete cis. carcass: wildebeest skull with some skin and meat on it. observers specify that no hyenas are bloody, but do not note whether or not lions are bloody. 3 mobbing events take place. hyena steals the carcass from the lions!","3 f lions are adults. there are 5 unids, not 4.","foz",07:10:00,1,"scan",NA,35,FALSE,NA,"scan","talek","k",2010-12-12,"06:16:00","08:28:00",2010,4,"m","r","hob","mike","1",NA,1998-10-21,NA,NA,2011-04-11,"dead","lions",1997-12-15,NA,"talek",1999-01-11,NA,NA,NA,NA,NA,155.9,"adult","positive",1999-08-19,20.1,"subadult","low_tk","after","1"
"571",9692,"t7228",2,TRUE,FALSE,"find 2 unid hyenas and name them,immigrant male rocky (rock) and female adrienne (adr). get video. find lions eating adult topi. no lions or hyenas are bloody","missing ger and rcn in hyena list. hk is noted as hulk","coch",08:08:00,1,"dist",NA,40,FALSE,NA,"circles carcass","talek","k",1994-06-17,"07:58:00","09:51:00",1994,1,"f","r",NA,NA,NA,NA,NA,NA,NA,1995-09-03,"dls","lions",1985-02-01,NA,"talek",NA,NA,NA,"talek",7,0.478260869565217,112.5,"adult","positive",1993-12-15,106.4,"adult","low_tk","after","1"
"572",6724,"t72320",2,TRUE,FALSE,"incomplete cis. type of carcass is not specified. hyenas mob lions and successfully push lions off kill. after feeding, the hyenas leave the kill on their own accord (around 07:32). also, wrwk is limping.","ids present: jun-->juno; 5 unids + mos?, not 8 unid + mos? (so total of 6 total unids); and add mp, aqua, mrph, and obam. also, 2 f lions are adults.","juno",07:19:00,4,"app","lions",3,FALSE,NA,NA,"talek","k",2011-03-05,"06:27:00","08:18:00",2011,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,"talek",2,0.948717948717949,34.5,"adult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"573",7736,"t73124",2,TRUE,FALSE,"incomplete cis. carcass: adult wildebeest. 18 lions are present at beginning of session, hyenas are not. hyenas steal scraps from lions, jackals, and each other. lions leave carcass on own accord and then hyenas take over carcass.","12 juvenile lions: maybe add ""cubs"" to notes. at least one of females is an adult.","dub",08:59:00,1,"steal fd","jackel",15,FALSE,"leg",NA,"talek","k",2011-06-01,"06:00:00","09:09:00",2011,10,"m","i",NA,NA,NA,NA,NA,NA,NA,2016-06-05,"dead","lions",NA,NA,"talek",NA,NA,NA,NA,NA,NA,NA,NA,"positive",1999-10-19,NA,"adult","low_tk","after","1"
"574",14191,"t74551",2,FALSE,TRUE,"incomplete cis starting @ 7:52. hyenas & lioness are present @ beginning of session. hyenas wlk in 2 groups from same direction (probably kill, but observers couldn't find carcass). many hyenas  bloody. acon lope w/ food. no intx. lioness wlk 100m - juno.","acon has a piece of food and is carrying it; does this change the context?","juno",08:02:00,0,"scan","lion",100,FALSE,NA,NA,"talek","o",2011-10-11,"07:45:00","08:21:00",2011,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,"talek",2,0.948717948717949,41.7,"adult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"575",6783,"t74674",2,TRUE,FALSE,"food: bones. hyena steals scrap, lion leaves, and hyenas chase/follow him away.",NA,"juno",06:53:00,1,"dist",NA,6,FALSE,NA,NA,"talek","c",2011-10-24,"05:49:00","07:37:00",2011,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,"talek",2,0.948717948717949,42.1,"adult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"576",6784,"t74674",2,TRUE,FALSE,"food: bones. hyena steals scrap, lion leaves, and hyenas chase/follow him away.",NA,"hrpy",06:53:00,2,"dist",NA,7,FALSE,NA,NA,"talek","c",2011-10-24,"05:49:00","07:37:00",2011,1,"f","r","pan",NA,NA,NA,2010-05-22,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-10-29,NA,"talek",2010-06-17,NA,NA,NA,NA,NA,23.8,"subadult","negative",2012-05-24,30.8,"adult","hi_tk","before","0"
"577",6448,"t75951",2,TRUE,FALSE,"incomplete cis. carcass is never identified. hyenas mob subadult male lion 3 times. observers left the lions from 6:46 to 6:53 to concentrate on hyenas leaving group.","add to ids present: tpe, adon. add to unids: titn?","juno",06:29:00,1,"scan",NA,10,FALSE,NA,"inc scan","talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"f","r","mrph",NA,"1","1",2009-01-28,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-04-20,NA,"talek",2009-02-24,NA,NA,"talek",5,0.843137254901961,46.2,"adult","doubtful",2012-05-28,49.2,"adult","hi_tk","before","0"
"578",6455,"t75951",2,TRUE,FALSE,"incomplete cis. carcass is never identified. hyenas mob subadult male lion 3 times. observers left the lions from 6:46 to 6:53 to concentrate on hyenas leaving group.","add to ids present: tpe, adon. add to unids: titn?","cyp",06:29:00,1,"scan",NA,20,FALSE,NA,"inc scan","talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"m","r","bern",NA,"1","1",NA,"dbg",NA,1999-12-18,"dead","lions",1999-05-13,NA,"talek",NA,"dbw",NA,NA,NA,NA,153.4,"adult","positive",1999-12-18,7.2,"cub","low_tk","after","1"
"579",6458,"t75951",2,TRUE,FALSE,"incomplete cis. carcass is never identified. hyenas mob subadult male lion 3 times. observers left the lions from 6:46 to 6:53 to concentrate on hyenas leaving group.","add to ids present: tpe, adon. add to unids: titn?","hrpy",06:29:00,1,"scan",NA,20,FALSE,NA,"inc scan","talek","c",2012-02-25,"06:19:00","07:03:00",2012,1,"f","r","pan",NA,NA,NA,2010-05-22,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-10-29,NA,"talek",2010-06-17,NA,NA,"talek",9,0.686274509803922,27.9,"adult","negative",2012-05-24,30.8,"adult","hi_tk","before","0"
"580",6825,"t77099",2,TRUE,FALSE,"incomplete cis. mobs! stuffed lion experiment. 1 whole sheep used as bait. lions and hyenas feed on sheep. turq has small injuries and a snare on her neck, but came off on its own later.  observations were paused 07:17-08:17 to dart obam and remove snare.",NA,"obam",06:54:00,2,"mob","lions",1,FALSE,NA,NA,"talek","o",2012-06-07,"06:32:00","08:17:00",2012,7,"f","r","nav",NA,"1","2",2009-07-16,NA,NA,2014-04-12,"dead","poison (april 2014 incident)",2008-11-13,NA,"talek",NA,NA,NA,"talek",44,-0.686274509803922,42.8,"adult","positive",2012-06-07,42.8,"adult","hi_tk","after","1"
"581",8397,"t77224",2,FALSE,FALSE,"incomplete cis (because there are so many hyenas). at 6:57, a different set of observers (in a separate vehicle) took over recording the session. multiple mob events take place! a couple of times, a single hyenas pastes (p=lions).","ids present: add atac. unids: add ""unidcollared.""","bora",06:04:00,1,"dist",NA,10,FALSE,NA,NA,"talek","o",2012-06-14,"05:49:00","07:24:00",2012,1,"f","r","art",NA,"0",NA,2011-12-06,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-12-23,NA,"talek",2012-04-11,NA,NA,NA,NA,NA,17.7,"subadult","positive",2012-06-01,17.3,"subadult","hi_tk","after","1"
"582",8402,"t77224",2,FALSE,FALSE,"incomplete cis (because there are so many hyenas). at 6:57, a different set of observers (in a separate vehicle) took over recording the session. multiple mob events take place! a couple of times, a single hyenas pastes (p=lions).","ids present: add atac. unids: add ""unidcollared.""","hel",06:05:00,1,"mob",NA,7,FALSE,NA,NA,"talek","o",2012-06-14,"05:49:00","07:24:00",2012,4,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",2,0.96078431372549,76.4,"adult","positive",2012-05-06,75.1,"adult","hi_tk","after","1"
"583",8404,"t77224",2,FALSE,FALSE,"incomplete cis (because there are so many hyenas). at 6:57, a different set of observers (in a separate vehicle) took over recording the session. multiple mob events take place! a couple of times, a single hyenas pastes (p=lions).","ids present: add atac. unids: add ""unidcollared.""","atac",06:05:00,1,"mob",NA,7,FALSE,NA,NA,"talek","o",2012-06-14,"05:49:00","07:24:00",2012,1,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,"talek",7,0.764705882352941,39.9,"adult","positive",2012-06-13,39.9,"adult","hi_tk","after","1"
"584",8411,"t77224",2,FALSE,FALSE,"incomplete cis (because there are so many hyenas). at 6:57, a different set of observers (in a separate vehicle) took over recording the session. multiple mob events take place! a couple of times, a single hyenas pastes (p=lions).","ids present: add atac. unids: add ""unidcollared.""","pan",06:08:00,1,"mob",NA,10,FALSE,NA,"lions ignore","talek","o",2012-06-14,"05:49:00","07:24:00",2012,3,"f","r","mrph",NA,"1","1",2005-03-01,NA,NA,2013-05-21,"dead",NA,2004-05-20,NA,"talek",2005-03-14,NA,NA,"talek",8,0.725490196078431,96.8,"adult","positive",2012-05-08,95.6,"adult","hi_tk","after","1"
"585",8363,"t77250",2,TRUE,FALSE,"incomplete cis. carcass: topi. oak is bloody. at start of session, at least 12 lions are present and at all but 2 of them are feeding on the carcass. wlg steals a scrap at 6:02, hex fd bones at 6:07, mono gets bone and fd at 6:22.",NA,"amaz",06:29:00,1,"scan",NA,2,FALSE,NA,NA,"talek","k",2012-06-16,"05:52:00","06:54:00",2012,2,"f","r","hel",NA,"1","1",2009-11-19,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-09-29,NA,NA,"talek",4,0.882352941176471,40,"adult","positive",2012-06-16,40,"adult","hi_tk","after","1"
"586",8365,"t77250",2,TRUE,FALSE,"incomplete cis. carcass: topi. oak is bloody. at start of session, at least 12 lions are present and at all but 2 of them are feeding on the carcass. wlg steals a scrap at 6:02, hex fd bones at 6:07, mono gets bone and fd at 6:22.",NA,"buar",06:29:00,1,"scan",NA,2,FALSE,NA,NA,"talek","k",2012-06-16,"05:52:00","06:54:00",2012,2,"f","r","hel",NA,"1","2",2010-08-03,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-12-18,NA,"talek",2010-06-27,NA,NA,"talek",3,0.92156862745098,29.9,"adult","positive",2012-05-26,29.2,"adult","hi_tk","after","1"
"587",8366,"t77250",2,TRUE,FALSE,"incomplete cis. carcass: topi. oak is bloody. at start of session, at least 12 lions are present and at all but 2 of them are feeding on the carcass. wlg steals a scrap at 6:02, hex fd bones at 6:07, mono gets bone and fd at 6:22.",NA,"atac",06:29:00,1,"scan",NA,2,FALSE,NA,NA,"talek","k",2012-06-16,"05:52:00","06:54:00",2012,2,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,"talek",7,0.764705882352941,40,"adult","positive",2012-06-13,39.9,"adult","hi_tk","after","1"
"588",8368,"t77250",2,TRUE,FALSE,"incomplete cis. carcass: topi. oak is bloody. at start of session, at least 12 lions are present and at all but 2 of them are feeding on the carcass. wlg steals a scrap at 6:02, hex fd bones at 6:07, mono gets bone and fd at 6:22.",NA,"bora",06:29:00,1,"scan",NA,5,FALSE,NA,NA,"talek","k",2012-06-16,"05:52:00","06:54:00",2012,1,"f","r","art",NA,"0",NA,2011-12-06,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-12-23,NA,"talek",2012-04-11,NA,NA,NA,NA,NA,17.8,"subadult","positive",2012-06-01,17.3,"subadult","hi_tk","after","1"
"589",8371,"t77250",2,TRUE,FALSE,"incomplete cis. carcass: topi. oak is bloody. at start of session, at least 12 lions are present and at all but 2 of them are feeding on the carcass. wlg steals a scrap at 6:02, hex fd bones at 6:07, mono gets bone and fd at 6:22.",NA,"hel",06:29:00,1,"scan",NA,6,FALSE,NA,NA,"talek","k",2012-06-16,"05:52:00","06:54:00",2012,2,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",2,0.96078431372549,76.4,"adult","positive",2012-05-06,75.1,"adult","hi_tk","after","1"
"590",14203,"t77254",2,FALSE,TRUE,"incomplete cis. no intx. most of action is happening out of sight, where another observer is recording. hyenas just st/lk or wan 30-80+ m from lions, lions go oos in bushes during session.","add to notes about lions: ""thought to be 3 adult females and 1 subadult.""","endr",06:37:00,0,"scan","lion",80,FALSE,NA,NA,"talek","o",2012-06-16,"05:57:00","06:53:00",2012,2,"m","r","loki",NA,"1","2",2011-07-06,NA,NA,2014-04-03,"dead","poison (april 2014 incident)",2010-11-01,NA,"talek",2011-08-11,NA,NA,NA,NA,NA,19.5,"subadult","positive",2012-05-25,18.8,"subadult","hi_tk","after","1"
"591",14204,"t77254",2,FALSE,TRUE,"incomplete cis. no intx. most of action is happening out of sight, where another observer is recording. hyenas just st/lk or wan 30-80+ m from lions, lions go oos in bushes during session.","add to notes about lions: ""thought to be 3 adult females and 1 subadult.""","alde",06:53:00,0,"scan","lion",30,FALSE,NA,NA,"talek","o",2012-06-16,"05:57:00","06:53:00",2012,4,"m","r","loki",NA,"1","1",2011-06-08,NA,NA,NA,NA,NA,2010-11-01,NA,"talek",2011-08-10,NA,NA,NA,NA,NA,19.5,"subadult","positive",2012-04-30,17.9,"subadult","hi_tk","after","1"
"592",14206,"t77256",1,TRUE,FALSE,"incomplete cis. many mobs! carc: appears to be fresh topi (not sure who made kill). oak? is bloody. at start of session, there are about 15 hyenas total, most of them so around lions (15-100m - lions). a couple hyenas are wan near lions.","remove sbl from ids present. add ""wlg?"" to unids. divide lions (6) into three groups: 3 adult females, 2 subadult females?, 1 subadult male). add to notes (about lions): gaunt.","atac",06:59:00,0,"scan","lion",10,FALSE,NA,NA,"talek","k",2012-06-16,"06:59:00","07:54:00",2012,1,"f","r","hel",NA,"1","2",2009-10-18,NA,NA,NA,"dls","double check: alive but with disappeared date",2009-02-15,NA,"talek",2009-07-15,NA,NA,"talek",7,0.764705882352941,40,"adult","positive",2012-06-13,39.9,"adult","hi_tk","after","1"
"593",14207,"t77256",1,TRUE,FALSE,"incomplete cis. many mobs! carc: appears to be fresh topi (not sure who made kill). oak? is bloody. at start of session, there are about 15 hyenas total, most of them so around lions (15-100m - lions). a couple hyenas are wan near lions.","remove sbl from ids present. add ""wlg?"" to unids. divide lions (6) into three groups: 3 adult females, 2 subadult females?, 1 subadult male). add to notes (about lions): gaunt.","hel",06:59:00,0,"scan","lion",20,FALSE,NA,NA,"talek","k",2012-06-16,"06:59:00","07:54:00",2012,1,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",2,0.96078431372549,76.4,"adult","positive",2012-05-06,75.1,"adult","hi_tk","after","1"
"594",14209,"t77256",1,TRUE,FALSE,"incomplete cis. many mobs! carc: appears to be fresh topi (not sure who made kill). oak? is bloody. at start of session, there are about 15 hyenas total, most of them so around lions (15-100m - lions). a couple hyenas are wan near lions.","remove sbl from ids present. add ""wlg?"" to unids. divide lions (6) into three groups: 3 adult females, 2 subadult females?, 1 subadult male). add to notes (about lions): gaunt.","bora",07:20:00,0,"scan","lion",100,FALSE,NA,NA,"talek","k",2012-06-16,"06:59:00","07:54:00",2012,1,"f","r","art",NA,"0",NA,2011-12-06,NA,NA,NA,"dls","double check: alive but with disappeared date",2010-12-23,NA,"talek",2012-04-11,NA,NA,NA,NA,NA,17.8,"subadult","positive",2012-06-01,17.3,"subadult","hi_tk","after","1"
"595",6084,"t77667",2,TRUE,FALSE,"incomplete cis. carcass: hippo kill (new, mostly whole; cause of death n/a). no hyenas or lions are noted as being bloody. @ start of session, 20+ tour cars; later, 42+ tour cars. 3 lionesses present @ start of session, all 3 by carcass (many hyenas too).","there are 5 female lions (not 3) and they are all adults.","baez",08:22:00,2,"fd",NA,1,FALSE,"hippo carcass",NA,"talek","k",2012-07-10,"07:42:00","09:26:00",2012,4,"f","r","bail",NA,"1","1",2005-07-02,NA,NA,NA,"dls","double check: alive but with disappeared date",2004-10-16,NA,"talek",2005-08-05,NA,NA,"talek",50,-0.92156862745098,92.8,"adult","positive",2012-05-19,91.1,"adult","hi_tk","after","1"
"596",5144,"t77681",2,TRUE,FALSE,"incomplete cis. carcass: zebra (very fresh, observers think the lions killed it that morning). the only food the hyenas ate was 1 piece of meat that tija ate (stole from lions). all 6 lions feed for the entire session.",NA,"tilt",06:42:00,1,"dist","lion",50,FALSE,NA,NA,"talek","k",2012-07-12,"06:42:00","07:24:00",2012,2,"f","r","ffl",NA,"1","1",2009-05-04,NA,NA,NA,"dls","double check: alive but with disappeared date",2008-07-20,NA,"talek",2009-08-27,NA,NA,"talek",35,-0.333333333333333,47.7,"adult","positive",2012-05-22,46.1,"adult","hi_tk","after","1"
"597",14227,"t77724",1,TRUE,FALSE,"many incomplete cis (b/c of tall grass). food: unid was seen with a scrap at 7:27. at one point, 6 tourist cars were present. 6 hyenas are bloody. at start of session, hyenas are wandering 10m - a herd of 25+ zebra. 4-5 mobs!","add to ""ids present"": amaz, zion = total 32. add to ""unidhyenas"": 1 uncollared female unid = total 11.","hel",07:35:00,0,"mob","lion",5,FALSE,NA,NA,"talek","c",2012-07-14,"07:13:00","08:19:00",2012,2,"f","r","mrph",NA,NA,NA,2006-11-11,NA,NA,NA,"dls","double check: alive but with disappeared date",2006-02-01,NA,"talek",2006-12-30,NA,NA,"talek",2,0.96078431372549,77.4,"adult","positive",2012-05-06,75.1,"adult","hi_tk","after","1"
